Codice attacco,Test Number,Data inizio attacco,Data fine attacco,Exit code
T1078.003  - ,3,2024-06-12T10:21:01+02:00,2024-06-12T10:21:06+02:00,0
T1082  - ,1,2024-06-12T10:21:08+02:00,2024-06-12T10:21:11+02:00,0
T1082  - ,2,2024-06-12T10:21:14+02:00,2024-06-12T10:21:14+02:00,0
T1082  - ,3,2024-06-12T10:21:17+02:00,2024-06-12T10:21:17+02:00,0
T1082  - ,4,2024-06-12T10:21:20+02:00,2024-06-12T10:21:21+02:00,0
T1082  - ,5,2024-06-12T10:21:23+02:00,2024-06-12T10:21:24+02:00,0
T1082  - ,6,2024-06-12T10:21:26+02:00,2024-06-12T10:21:33+02:00,0
T1082  - ,7,2024-06-12T10:21:36+02:00,2024-06-12T10:21:39+02:00,0
T1082  - ,8,2024-06-12T10:21:42+02:00,2024-06-12T10:21:47+02:00,0
T1082  - ,9,2024-06-12T10:21:50+02:00,2024-06-12T10:21:52+02:00,0
T1082  - ,10,2024-06-12T10:21:55+02:00,2024-06-12T10:21:59+02:00,0
T1082  - ,11,2024-06-12T10:22:02+02:00,2024-06-12T10:22:06+02:00,0
T1082  - ,12,2024-06-12T10:22:09+02:00,2024-06-12T10:22:12+02:00,0
T1082  - ,13,2024-06-12T10:22:15+02:00,2024-06-12T10:22:19+02:00,0
T1082  - ,14,2024-06-12T10:22:22+02:00,2024-06-12T10:22:26+02:00,0
T1082  - ,15,2024-06-12T10:22:29+02:00,2024-06-12T10:22:34+02:00,0
T1082  - ,16,2024-06-12T10:22:37+02:00,2024-06-12T10:22:39+02:00,1
T1082  - ,17,2024-06-12T10:22:41+02:00,2024-06-12T10:22:54+02:00,0
T1082  - ,18,2024-06-12T10:22:56+02:00,2024-06-12T10:24:14+02:00,0
T1082  - ,19,2024-06-12T10:24:16+02:00,2024-06-12T10:24:17+02:00,0
T1082  - ,20,2024-06-12T10:24:19+02:00,2024-06-12T10:24:20+02:00,1
T1083  - ,1,2024-06-12T10:24:22+02:00,2024-06-12T10:24:51+02:00,0
T1083  - ,2,2024-06-12T10:24:54+02:00,2024-06-12T10:24:55+02:00,0
T1083  - ,3,2024-06-12T10:24:58+02:00,2024-06-12T10:24:59+02:00,0
T1083  - ,4,2024-06-12T10:25:01+02:00,2024-06-12T10:25:06+02:00,0
T1087.001  - ,1,2024-06-12T10:25:09+02:00,2024-06-12T10:25:09+02:00,0
T1087.001  - ,2,2024-06-12T10:25:11+02:00,2024-06-12T10:25:12+02:00,0
T1087.001  - ,3,2024-06-12T10:25:15+02:00,2024-06-12T10:25:15+02:00,1
T1087.002  - ,1,2024-06-12T10:25:18+02:00,2024-06-12T10:25:18+02:00,2
T1087.002  - ,2,2024-06-12T10:25:21+02:00,2024-06-12T10:25:22+02:00,0
T1087.002  - ,3,2024-06-12T10:25:25+02:00,2024-06-12T10:25:25+02:00,1
T1087.002  - ,4,2024-06-12T10:25:28+02:00,2024-06-12T10:25:29+02:00,0
T1087.002  - ,5,2024-06-12T10:25:32+02:00,2024-06-12T10:25:32+02:00,1
T1087.002  - ,6,2024-06-12T10:25:35+02:00,2024-06-12T10:25:35+02:00,1
T1087.002  - ,7,2024-06-12T10:25:38+02:00,2024-06-12T10:25:38+02:00,1
T1087.002  - ,8,2024-06-12T10:25:41+02:00,2024-06-12T10:25:41+02:00,1
T1087.002  - ,9,2024-06-12T10:25:44+02:00,2024-06-12T10:25:44+02:00,2
T1087.002  - ,10,2024-06-12T10:25:47+02:00,2024-06-12T10:25:48+02:00,0
T1087.002  - ,11,2024-06-12T10:25:50+02:00,2024-06-12T10:25:51+02:00,0
T1087.002  - ,12,2024-06-12T10:25:54+02:00,2024-06-12T10:25:55+02:00,0
T1087.002  - ,13,2024-06-12T10:25:57+02:00,2024-06-12T10:25:58+02:00,0
T1087.002  - ,14,2024-06-12T10:26:01+02:00,2024-06-12T10:26:02+02:00,0
T1087.002  - ,15,2024-06-12T10:26:05+02:00,2024-06-12T10:26:09+02:00,0
T1087.002  - ,16,2024-06-12T10:26:12+02:00,2024-06-12T10:26:13+02:00,0
T1087.002  - ,17,2024-06-12T10:26:15+02:00,2024-06-12T10:26:17+02:00,0
T1087.002  - ,18,2024-06-12T10:26:20+02:00,2024-06-12T10:26:20+02:00,0
T1087.002  - ,19,2024-06-12T10:26:23+02:00,2024-06-12T10:26:24+02:00,0
T1087.002  - ,20,2024-06-12T10:26:27+02:00,2024-06-12T10:26:28+02:00,0
T1087.002  - ,21,2024-06-12T10:26:31+02:00,2024-06-12T10:26:31+02:00,0
T1087.002  - ,22,2024-06-12T10:26:34+02:00,2024-06-12T10:26:35+02:00,0
T1090.001  - ,1,2024-06-12T10:26:38+02:00,2024-06-12T10:26:39+02:00,0
T1090.003  - ,1,2024-06-12T10:26:42+02:00,2024-06-12T10:27:14+02:00,0
T1090.003  - ,2,2024-06-12T10:27:17+02:00,2024-06-12T10:28:18+02:00,0
T1091  - ,1,2024-06-12T10:28:20+02:00,2024-06-12T10:28:21+02:00,0
T1095  - ,1,2024-06-12T10:28:24+02:00,2024-06-12T10:28:24+02:00,0
T1095  - ,2,2024-06-12T10:28:26+02:00,2024-06-12T10:28:26+02:00,0
T1095  - ,3,2024-06-12T10:28:28+02:00,2024-06-12T10:28:28+02:00,0
T1098  - ,1,2024-06-12T10:28:30+02:00,2024-06-12T10:28:31+02:00,0
T1098  - ,2,2024-06-12T10:28:34+02:00,2024-06-12T10:28:35+02:00,0
T1098  - ,3,2024-06-12T10:28:38+02:00,2024-06-12T10:28:39+02:00,1
T1098  - ,4,2024-06-12T10:28:41+02:00,2024-06-12T10:28:42+02:00,0
T1098  - ,5,2024-06-12T10:28:45+02:00,2024-06-12T10:28:47+02:00,0
T1098  - ,6,2024-06-12T10:28:49+02:00,2024-06-12T10:28:50+02:00,0
T1098  - ,7,2024-06-12T10:28:53+02:00,2024-06-12T10:28:54+02:00,0
T1098  - ,8,2024-06-12T10:28:57+02:00,2024-06-12T10:28:58+02:00,0
T1098  - ,9,2024-06-12T10:29:01+02:00,2024-06-12T10:29:02+02:00,0
T1098  - ,10,2024-06-12T10:29:04+02:00,2024-06-12T10:29:05+02:00,0
T1105  - ,1,2024-06-12T10:29:08+02:00,2024-06-12T10:29:09+02:00,0
T1105  - ,2,2024-06-12T10:29:12+02:00,2024-06-12T10:29:12+02:00,0
